ID,GROUP,POLYP,LOCATION,SAMPLE,WEEK,NOTES,GENERAL_GROUP,TECHNICAL_REP,GENE,WELL,Cq
C319,MG3,P1,9,4,1,,MG,1,VEGFA,A01,26.87945685
C319,MG3,P1,9,4,1,,MG,2,VEGFA,A02,26.04832681
C319,MG3,P1,9,4,1,,MG,3,VEGFA,A03,26.315959
C320,CG2,P4,7,11,1,,CG,1,VEGFA,A04,23.04490051
C320,CG2,P4,7,11,1,,CG,2,VEGFA,A05,23.63893061
C320,CG2,P4,7,11,1,,CG,3,VEGFA,A06,22.89765025
C313,MG6,P1,7,21,1,good size,MG,1,VEGFA,A07,24.70957742
C313,MG6,P1,7,21,1,good size,MG,2,VEGFA,A08,24.87131929
C313,MG6,P1,7,21,1,good size,MG,3,VEGFA,A09,24.56309195
C308,MG1,P2,7,26,4,,MG,1,VEGFA,A10,26.28419339
C308,MG1,P2,7,26,4,,MG,2,VEGFA,A11,27.05370285
C308,MG1,P2,7,26,4,,MG,3,VEGFA,A12,27.00880838
C311,MG2,P1,1,27,4,large biopsy,MG,1,VEGFA,B01,24.71344712
C311,MG2,P1,1,27,4,large biopsy,MG,2,VEGFA,B02,24.39641732
C311,MG2,P1,1,27,4,large biopsy,MG,3,VEGFA,B03,24.40071732
C319,MG3,P1,9,28,4,,MG,1,VEGFA,B04,24.90779202
C319,MG3,P1,9,28,4,,MG,2,VEGFA,B05,24.80719362
C319,MG3,P1,9,28,4,,MG,3,VEGFA,B06,24.92642755
C306,MG4,P1,11,30,4,large biopsy,MG,1,VEGFA,B07,24.39335901
C306,MG4,P1,11,30,4,large biopsy,MG,2,VEGFA,B08,24.25888984
C306,MG4,P1,11,30,4,large biopsy,MG,3,VEGFA,B09,24.07134704
C317,CG2,P1,11,45,4,,CG,1,VEGFA,B10,24.47115529
C317,CG2,P1,11,45,4,,CG,2,VEGFA,B11,24.38656255
C317,CG2,P1,11,45,4,,CG,3,VEGFA,B12,24.26964644
C320,CG2,P4,7,47,4,,CG,1,VEGFA,C01,23.08810739
C320,CG2,P4,7,47,4,,CG,2,VEGFA,C02,22.93983054
C320,CG2,P4,7,47,4,,CG,3,VEGFA,C03,22.82445908
C308,MG1,P2,7,51,6,,MG,1,VEGFA,C04,24.45378999
C308,MG1,P2,7,51,6,,MG,2,VEGFA,C05,25.08330229
C308,MG1,P2,7,51,6,,MG,3,VEGFA,C06,24.36435324
C311,MG2,P1,1,53,6,,MG,1,VEGFA,C07,24.36527282
C311,MG2,P1,1,53,6,,MG,2,VEGFA,C08,23.7892529
C311,MG2,P1,1,53,6,,MG,3,VEGFA,C09,24.23528252
C319,MG3,P1,9,54,6,,MG,1,VEGFA,C10,25.17813019
C319,MG3,P1,9,54,6,,MG,2,VEGFA,C11,25.36559523
C319,MG3,P1,9,54,6,,MG,3,VEGFA,C12,25.22995705
C306,MG4,P1,11,57,6,,MG,1,VEGFA,D01,24.32137711
C306,MG4,P1,11,57,6,,MG,2,VEGFA,D02,24.30298749
C306,MG4,P1,11,57,6,,MG,3,VEGFA,D03,23.9134685
C314,MG6,P1,3,60,4,,MG,1,VEGFA,D04,26.06058418
C314,MG6,P1,3,60,4,,MG,2,VEGFA,D05,25.78634059
C314,MG6,P1,3,60,4,,MG,3,VEGFA,D06,25.92055221
C316,CG1,P1,1,61,1,,CG,1,VEGFA,D07,24.01580802
C316,CG1,P1,1,61,1,,CG,2,VEGFA,D08,24.06175213
C316,CG1,P1,1,61,1,,CG,3,VEGFA,D09,23.9214794
C317,CG2,P1,11,72,6,,CG,1,VEGFA,D10,24.64501917
C317,CG2,P1,11,72,6,,CG,2,VEGFA,D11,24.57069479
C317,CG2,P1,11,72,6,,CG,3,VEGFA,D12,24.60906047
C314,MG6,P1,3,77,6,bigger sample,MG,1,VEGFA,E01,24.60383445
C314,MG6,P1,3,77,6,bigger sample,MG,2,VEGFA,E02,24.26480234
C314,MG6,P1,3,77,6,bigger sample,MG,3,VEGFA,E03,24.50983863
C316,CG1,P1,1,80,4,,CG,1,VEGFA,E04,24.02869321
C316,CG1,P1,1,80,4,,CG,2,VEGFA,E05,23.80046599
C316,CG1,P1,1,80,4,,CG,3,VEGFA,E06,23.5361184
C301,CG4,P2,1,81,4,,CG,1,VEGFA,E07,23.81835874
C301,CG4,P2,1,81,4,,CG,2,VEGFA,E08,23.97079361
C301,CG4,P2,1,81,4,,CG,3,VEGFA,E09,24.07064565
C316,CG1,P1,1,84,6,,CG,1,VEGFA,E10,24.37211728
C316,CG1,P1,1,84,6,,CG,2,VEGFA,E11,24.17601246
C316,CG1,P1,1,84,6,,CG,3,VEGFA,E12,24.56037057
C301,CG4,P2,1,86,6,,CG,1,VEGFA,F01,24.85381924
C301,CG4,P2,1,86,6,,CG,2,VEGFA,F02,24.75819055
C301,CG4,P2,1,86,6,,CG,3,VEGFA,F03,25.24558498
C319,MG3,P1,9,4,1,,MG,1,HIF-1a,A01,23.82280477
C319,MG3,P1,9,4,1,,MG,2,HIF-1a,A02,23.27267573
C319,MG3,P1,9,4,1,,MG,3,HIF-1a,A03,23.48392191
C320,CG2,P4,7,11,1,,CG,1,HIF-1a,A04,21.04908358
C320,CG2,P4,7,11,1,,CG,2,HIF-1a,A05,21.13780651
C320,CG2,P4,7,11,1,,CG,3,HIF-1a,A06,21.25224659
C313,MG6,P1,7,21,1,good size,MG,1,HIF-1a,A07,21.87047921
C313,MG6,P1,7,21,1,good size,MG,2,HIF-1a,A08,22.16295352
C313,MG6,P1,7,21,1,good size,MG,3,HIF-1a,A09,22.33109179
C308,MG1,P2,7,26,4,,MG,1,HIF-1a,A10,22.8803818
C308,MG1,P2,7,26,4,,MG,2,HIF-1a,A11,23.20467305
C308,MG1,P2,7,26,4,,MG,3,HIF-1a,A12,23.18353655
C311,MG2,P1,1,27,4,large biopsy,MG,1,HIF-1a,B01,21.80692846
C311,MG2,P1,1,27,4,large biopsy,MG,2,HIF-1a,B02,21.42926087
C311,MG2,P1,1,27,4,large biopsy,MG,3,HIF-1a,B03,21.4060984
C319,MG3,P1,9,28,4,,MG,1,HIF-1a,B04,21.30934131
C319,MG3,P1,9,28,4,,MG,2,HIF-1a,B05,21.34217603
C319,MG3,P1,9,28,4,,MG,3,HIF-1a,B06,21.46213087
C306,MG4,P1,11,30,4,large biopsy,MG,1,HIF-1a,B07,21.89095202
C306,MG4,P1,11,30,4,large biopsy,MG,2,HIF-1a,B08,21.26027208
C306,MG4,P1,11,30,4,large biopsy,MG,3,HIF-1a,B09,21.68496653
C317,CG2,P1,11,45,4,,CG,1,HIF-1a,B10,21.03385938
C317,CG2,P1,11,45,4,,CG,2,HIF-1a,B11,21.05767641
C317,CG2,P1,11,45,4,,CG,3,HIF-1a,B12,21.2513706
C320,CG2,P4,7,47,4,,CG,1,HIF-1a,C01,21.69710118
C320,CG2,P4,7,47,4,,CG,2,HIF-1a,C02,21.57314168
C320,CG2,P4,7,47,4,,CG,3,HIF-1a,C03,21.59842138
C308,MG1,P2,7,51,6,,MG,1,HIF-1a,C04,21.45745852
C308,MG1,P2,7,51,6,,MG,2,HIF-1a,C05,21.53185044
C308,MG1,P2,7,51,6,,MG,3,HIF-1a,C06,21.54573959
C311,MG2,P1,1,53,6,,MG,1,HIF-1a,C07,22.25788969
C311,MG2,P1,1,53,6,,MG,2,HIF-1a,C08,21.24114365
C311,MG2,P1,1,53,6,,MG,3,HIF-1a,C09,21.57393228
C319,MG3,P1,9,54,6,,MG,1,HIF-1a,C10,22.59136615
C319,MG3,P1,9,54,6,,MG,2,HIF-1a,C11,22.35624912
C319,MG3,P1,9,54,6,,MG,3,HIF-1a,C12,22.01802912
C306,MG4,P1,11,57,6,,MG,1,HIF-1a,D01,21.97588624
C306,MG4,P1,11,57,6,,MG,2,HIF-1a,D02,22.06553601
C306,MG4,P1,11,57,6,,MG,3,HIF-1a,D03,21.34262034
C314,MG6,P1,3,60,4,,MG,1,HIF-1a,D04,22.43519902
C314,MG6,P1,3,60,4,,MG,2,HIF-1a,D05,22.2581327
C314,MG6,P1,3,60,4,,MG,3,HIF-1a,D06,22.61613463
C316,CG1,P1,1,61,1,,CG,1,HIF-1a,D07,21.79467213
C316,CG1,P1,1,61,1,,CG,2,HIF-1a,D08,21.55120602
C316,CG1,P1,1,61,1,,CG,3,HIF-1a,D09,21.54149023
C317,CG2,P1,11,72,6,,CG,1,HIF-1a,D10,22.32371155
C317,CG2,P1,11,72,6,,CG,2,HIF-1a,D11,22.25178864
C317,CG2,P1,11,72,6,,CG,3,HIF-1a,D12,22.01706133
C314,MG6,P1,3,77,6,bigger sample,MG,1,HIF-1a,E01,21.29223353
C314,MG6,P1,3,77,6,bigger sample,MG,2,HIF-1a,E02,21.75879494
C314,MG6,P1,3,77,6,bigger sample,MG,3,HIF-1a,E03,21.84749192
C316,CG1,P1,1,80,4,,CG,1,HIF-1a,E04,21.17651559
C316,CG1,P1,1,80,4,,CG,2,HIF-1a,E05,21.2781516
C316,CG1,P1,1,80,4,,CG,3,HIF-1a,E06,21.1774012
C301,CG4,P2,1,81,4,,CG,1,HIF-1a,E07,21.00278447
C301,CG4,P2,1,81,4,,CG,2,HIF-1a,E08,20.5498078
C301,CG4,P2,1,81,4,,CG,3,HIF-1a,E09,20.32566456
C316,CG1,P1,1,84,6,,CG,1,HIF-1a,E10,21.36661649
C316,CG1,P1,1,84,6,,CG,2,HIF-1a,E11,21.33816834
C316,CG1,P1,1,84,6,,CG,3,HIF-1a,E12,21.4580389
C301,CG4,P2,1,86,6,,CG,1,HIF-1a,F01,21.09935069
C301,CG4,P2,1,86,6,,CG,2,HIF-1a,F02,21.00337599
C301,CG4,P2,1,86,6,,CG,3,HIF-1a,F03,21.00620419
C319,MG3,P1,9,4,1,,MG,1,GAPDH,A01,23.40202486
C319,MG3,P1,9,4,1,,MG,2,GAPDH,A02,22.20009152
C319,MG3,P1,9,4,1,,MG,3,GAPDH,A03,21.87551355
C320,CG2,P4,7,11,1,,CG,1,GAPDH,A04,19.43681715
C320,CG2,P4,7,11,1,,CG,2,GAPDH,A05,19.56465016
C320,CG2,P4,7,11,1,,CG,3,GAPDH,A06,19.64349381
C313,MG6,P1,7,21,1,good size,MG,1,GAPDH,A07,19.5180404
C313,MG6,P1,7,21,1,good size,MG,2,GAPDH,A08,19.39889471
C313,MG6,P1,7,21,1,good size,MG,3,GAPDH,A09,19.50667146
C308,MG1,P2,7,26,4,,MG,1,GAPDH,A10,22.32338531
C308,MG1,P2,7,26,4,,MG,2,GAPDH,A11,22.24048293
C308,MG1,P2,7,26,4,,MG,3,GAPDH,A12,22.50437875
C311,MG2,P1,1,27,4,large biopsy,MG,1,GAPDH,B01,19.24902484
C311,MG2,P1,1,27,4,large biopsy,MG,2,GAPDH,B02,19.25913312
C311,MG2,P1,1,27,4,large biopsy,MG,3,GAPDH,B03,19.20145164
C319,MG3,P1,9,28,4,,MG,1,GAPDH,B04,19.86171739
C319,MG3,P1,9,28,4,,MG,2,GAPDH,B05,19.59049465
C319,MG3,P1,9,28,4,,MG,3,GAPDH,B06,19.65109579
C306,MG4,P1,11,30,4,large biopsy,MG,1,GAPDH,B07,19.89336272
C306,MG4,P1,11,30,4,large biopsy,MG,2,GAPDH,B08,19.53927758
C306,MG4,P1,11,30,4,large biopsy,MG,3,GAPDH,B09,19.60695326
C317,CG2,P1,11,45,4,,CG,1,GAPDH,B10,19.60635321
C317,CG2,P1,11,45,4,,CG,2,GAPDH,B11,19.32473576
C317,CG2,P1,11,45,4,,CG,3,GAPDH,B12,19.35822239
C320,CG2,P4,7,47,4,,CG,1,GAPDH,C01,19.15616952
C320,CG2,P4,7,47,4,,CG,2,GAPDH,C02,18.93407342
C320,CG2,P4,7,47,4,,CG,3,GAPDH,C03,19.17237564
C308,MG1,P2,7,51,6,,MG,1,GAPDH,C04,19.76451111
C308,MG1,P2,7,51,6,,MG,2,GAPDH,C05,19.6867853
C308,MG1,P2,7,51,6,,MG,3,GAPDH,C06,19.67329594
C311,MG2,P1,1,53,6,,MG,1,GAPDH,C07,18.76820108
C311,MG2,P1,1,53,6,,MG,2,GAPDH,C08,19.63815019
C311,MG2,P1,1,53,6,,MG,3,GAPDH,C09,19.39117269
C319,MG3,P1,9,54,6,,MG,1,GAPDH,C10,19.89602233
C319,MG3,P1,9,54,6,,MG,2,GAPDH,C11,20.00172571
C319,MG3,P1,9,54,6,,MG,3,GAPDH,C12,20.03709575
C306,MG4,P1,11,57,6,,MG,1,GAPDH,D01,20.93398127
C306,MG4,P1,11,57,6,,MG,2,GAPDH,D02,21.04292026
C306,MG4,P1,11,57,6,,MG,3,GAPDH,D03,20.83981869
C314,MG6,P1,3,60,4,,MG,1,GAPDH,D04,21.49653755
C314,MG6,P1,3,60,4,,MG,2,GAPDH,D05,21.85845261
C314,MG6,P1,3,60,4,,MG,3,GAPDH,D06,21.52516533
C316,CG1,P1,1,61,1,,CG,1,GAPDH,D07,20.17895957
C316,CG1,P1,1,61,1,,CG,2,GAPDH,D08,19.89661705
C316,CG1,P1,1,61,1,,CG,3,GAPDH,D09,19.63374072
C317,CG2,P1,11,72,6,,CG,1,GAPDH,D10,20.41413371
C317,CG2,P1,11,72,6,,CG,2,GAPDH,D11,20.21065323
C317,CG2,P1,11,72,6,,CG,3,GAPDH,D12,20.53248428
C314,MG6,P1,3,77,6,bigger sample,MG,1,GAPDH,E01,19.7311414
C314,MG6,P1,3,77,6,bigger sample,MG,2,GAPDH,E02,19.74871756
C314,MG6,P1,3,77,6,bigger sample,MG,3,GAPDH,E03,19.69257609
C316,CG1,P1,1,80,4,,CG,1,GAPDH,E04,19.15705798
C316,CG1,P1,1,80,4,,CG,2,GAPDH,E05,19.02715203
C316,CG1,P1,1,80,4,,CG,3,GAPDH,E06,19.19425529
C301,CG4,P2,1,81,4,,CG,1,GAPDH,E07,18.37442417
C301,CG4,P2,1,81,4,,CG,2,GAPDH,E08,18.48301582
C301,CG4,P2,1,81,4,,CG,3,GAPDH,E09,18.66699028
C316,CG1,P1,1,84,6,,CG,1,GAPDH,E10,19.09816913
C316,CG1,P1,1,84,6,,CG,2,GAPDH,E11,19.25484309
C316,CG1,P1,1,84,6,,CG,3,GAPDH,E12,19.72806635
C301,CG4,P2,1,86,6,,CG,1,GAPDH,F01,19.89822543
C301,CG4,P2,1,86,6,,CG,2,GAPDH,F02,19.5962011
C301,CG4,P2,1,86,6,,CG,3,GAPDH,F03,19.51184974
C319,MG3,P1,9,4,1,,MG,1,RPTOR,A01,26.74
C319,MG3,P1,9,4,1,,MG,2,RPTOR,A02,26.36
C319,MG3,P1,9,4,1,,MG,3,RPTOR,A03,26.6
C320,CG2,P4,7,11,1,,CG,1,RPTOR,A04,24.36
C320,CG2,P4,7,11,1,,CG,2,RPTOR,A05,24.32
C320,CG2,P4,7,11,1,,CG,3,RPTOR,A06,24.26
C313,MG6,P1,7,21,1,good size,MG,1,RPTOR,A07,24.37
C313,MG6,P1,7,21,1,good size,MG,2,RPTOR,A08,24.49
C313,MG6,P1,7,21,1,good size,MG,3,RPTOR,A09,24.5
C308,MG1,P2,7,26,4,,MG,1,RPTOR,A10,27.14
C308,MG1,P2,7,26,4,,MG,2,RPTOR,A11,27.29
C308,MG1,P2,7,26,4,,MG,3,RPTOR,A12,27.26
C311,MG2,P1,1,27,4,large biopsy,MG,1,RPTOR,B01,24.42
C311,MG2,P1,1,27,4,large biopsy,MG,2,RPTOR,B02,24.44
C311,MG2,P1,1,27,4,large biopsy,MG,3,RPTOR,B03,24.47
C319,MG3,P1,9,28,4,,MG,1,RPTOR,B04,24.64
C319,MG3,P1,9,28,4,,MG,2,RPTOR,B05,24.64
C319,MG3,P1,9,28,4,,MG,3,RPTOR,B06,24.65
C306,MG4,P1,11,30,4,large biopsy,MG,1,RPTOR,B07,24.91
C306,MG4,P1,11,30,4,large biopsy,MG,2,RPTOR,B08,24.68
C306,MG4,P1,11,30,4,large biopsy,MG,3,RPTOR,B09,24.73
C317,CG2,P1,11,45,4,,CG,1,RPTOR,B10,24.81
C317,CG2,P1,11,45,4,,CG,2,RPTOR,B11,24.59
C317,CG2,P1,11,45,4,,CG,3,RPTOR,B12,24.69
C320,CG2,P4,7,47,4,,CG,1,RPTOR,C01,24.56
C320,CG2,P4,7,47,4,,CG,2,RPTOR,C02,24.41
C320,CG2,P4,7,47,4,,CG,3,RPTOR,C03,24.4
C308,MG1,P2,7,51,6,,MG,1,RPTOR,C04,24.29
C308,MG1,P2,7,51,6,,MG,2,RPTOR,C05,24.25
C308,MG1,P2,7,51,6,,MG,3,RPTOR,C06,24.14
C311,MG2,P1,1,53,6,,MG,1,RPTOR,C07,24.58
C311,MG2,P1,1,53,6,,MG,2,RPTOR,C08,24.53
C311,MG2,P1,1,53,6,,MG,3,RPTOR,C09,24.55
C319,MG3,P1,9,54,6,,MG,1,RPTOR,C10,24.85
C319,MG3,P1,9,54,6,,MG,2,RPTOR,C11,24.85
C319,MG3,P1,9,54,6,,MG,3,RPTOR,C12,25.06
C306,MG4,P1,11,57,6,,MG,1,RPTOR,D01,24.99
C306,MG4,P1,11,57,6,,MG,2,RPTOR,D02,25.14
C306,MG4,P1,11,57,6,,MG,3,RPTOR,D03,25.08
C314,MG6,P1,3,60,4,,MG,1,RPTOR,D04,25.64
C314,MG6,P1,3,60,4,,MG,2,RPTOR,D05,25.82
C314,MG6,P1,3,60,4,,MG,3,RPTOR,D06,25.85
C316,CG1,P1,1,61,1,,CG,1,RPTOR,D07,24.27
C316,CG1,P1,1,61,1,,CG,2,RPTOR,D08,24.39
C316,CG1,P1,1,61,1,,CG,3,RPTOR,D09,24.43
C317,CG2,P1,11,72,6,,CG,1,RPTOR,D10,24.21
C317,CG2,P1,11,72,6,,CG,2,RPTOR,D11,24.24
C317,CG2,P1,11,72,6,,CG,3,RPTOR,D12,24.22
C314,MG6,P1,3,77,6,bigger sample,MG,1,RPTOR,E01,24.63
C314,MG6,P1,3,77,6,bigger sample,MG,2,RPTOR,E02,24.51
C314,MG6,P1,3,77,6,bigger sample,MG,3,RPTOR,E03,24.46
C316,CG1,P1,1,80,4,,CG,1,RPTOR,E04,24.21
C316,CG1,P1,1,80,4,,CG,2,RPTOR,E05,24.29
C316,CG1,P1,1,80,4,,CG,3,RPTOR,E06,24.22
C301,CG4,P2,1,81,4,,CG,1,RPTOR,E07,24.14
C301,CG4,P2,1,81,4,,CG,2,RPTOR,E08,24.15
C301,CG4,P2,1,81,4,,CG,3,RPTOR,E09,24.18
C316,CG1,P1,1,84,6,,CG,1,RPTOR,E10,24.49
C316,CG1,P1,1,84,6,,CG,2,RPTOR,E11,24.55
C316,CG1,P1,1,84,6,,CG,3,RPTOR,E12,24.58
C301,CG4,P2,1,86,6,,CG,1,RPTOR,F01,24.63
C301,CG4,P2,1,86,6,,CG,2,RPTOR,F02,24.56
C301,CG4,P2,1,86,6,,CG,3,RPTOR,F03,24.67
C319,MG3,P1,9,4,1,,MG,1,ALDOA,A01,22.64
C319,MG3,P1,9,4,1,,MG,2,ALDOA,A02,22.38
C319,MG3,P1,9,4,1,,MG,3,ALDOA,A03,22.45
C320,CG2,P4,7,11,1,,CG,1,ALDOA,A04,21.1
C320,CG2,P4,7,11,1,,CG,2,ALDOA,A05,21.1
C320,CG2,P4,7,11,1,,CG,3,ALDOA,A06,20.91
C313,MG6,P1,7,21,1,good size,MG,1,ALDOA,A07,21.02
C313,MG6,P1,7,21,1,good size,MG,2,ALDOA,A08,20.92
C313,MG6,P1,7,21,1,good size,MG,3,ALDOA,A09,20.93
C308,MG1,P2,7,26,4,,MG,1,ALDOA,A10,21.66
C308,MG1,P2,7,26,4,,MG,2,ALDOA,A11,21.75
C308,MG1,P2,7,26,4,,MG,3,ALDOA,A12,21.97
C311,MG2,P1,1,27,4,large biopsy,MG,1,ALDOA,B01,20.64
C311,MG2,P1,1,27,4,large biopsy,MG,2,ALDOA,B02,20.71
C311,MG2,P1,1,27,4,large biopsy,MG,3,ALDOA,B03,20.5
C319,MG3,P1,9,28,4,,MG,1,ALDOA,B04,20.58
C319,MG3,P1,9,28,4,,MG,2,ALDOA,B05,20.78
C319,MG3,P1,9,28,4,,MG,3,ALDOA,B06,20.89
C306,MG4,P1,11,30,4,large biopsy,MG,1,ALDOA,B07,20.93
C306,MG4,P1,11,30,4,large biopsy,MG,2,ALDOA,B08,20.78
C306,MG4,P1,11,30,4,large biopsy,MG,3,ALDOA,B09,20.77
C317,CG2,P1,11,45,4,,CG,1,ALDOA,B10,20.41
C317,CG2,P1,11,45,4,,CG,2,ALDOA,B11,20.47
C317,CG2,P1,11,45,4,,CG,3,ALDOA,B12,20.58
C320,CG2,P4,7,47,4,,CG,1,ALDOA,C01,20.72
C320,CG2,P4,7,47,4,,CG,2,ALDOA,C02,20.44
C320,CG2,P4,7,47,4,,CG,3,ALDOA,C03,20.54
C308,MG1,P2,7,51,6,,MG,1,ALDOA,C04,20.92
C308,MG1,P2,7,51,6,,MG,2,ALDOA,C05,21.12
C308,MG1,P2,7,51,6,,MG,3,ALDOA,C06,21.23
C311,MG2,P1,1,53,6,,MG,1,ALDOA,C07,21.47
C311,MG2,P1,1,53,6,,MG,2,ALDOA,C08,21.33
C311,MG2,P1,1,53,6,,MG,3,ALDOA,C09,21.23
C319,MG3,P1,9,54,6,,MG,1,ALDOA,C10,20.69
C319,MG3,P1,9,54,6,,MG,2,ALDOA,C11,20.81
C319,MG3,P1,9,54,6,,MG,3,ALDOA,C12,21.13
C306,MG4,P1,11,57,6,,MG,1,ALDOA,D01,21.18
C306,MG4,P1,11,57,6,,MG,2,ALDOA,D02,21.24
C306,MG4,P1,11,57,6,,MG,3,ALDOA,D03,21.02
C314,MG6,P1,3,60,4,,MG,1,ALDOA,D04,21.25
C314,MG6,P1,3,60,4,,MG,2,ALDOA,D05,21.39
C314,MG6,P1,3,60,4,,MG,3,ALDOA,D06,21.37
C316,CG1,P1,1,61,1,,CG,1,ALDOA,D07,20.64
C316,CG1,P1,1,61,1,,CG,2,ALDOA,D08,20.47
C316,CG1,P1,1,61,1,,CG,3,ALDOA,D09,20.64
C317,CG2,P1,11,72,6,,CG,1,ALDOA,D10,20.51
C317,CG2,P1,11,72,6,,CG,2,ALDOA,D11,20.48
C317,CG2,P1,11,72,6,,CG,3,ALDOA,D12,20.26
C314,MG6,P1,3,77,6,bigger sample,MG,1,ALDOA,E01,20.73
C314,MG6,P1,3,77,6,bigger sample,MG,2,ALDOA,E02,20.7
C314,MG6,P1,3,77,6,bigger sample,MG,3,ALDOA,E03,20.47
C316,CG1,P1,1,80,4,,CG,1,ALDOA,E04,20.65
C316,CG1,P1,1,80,4,,CG,2,ALDOA,E05,20.72
C316,CG1,P1,1,80,4,,CG,3,ALDOA,E06,20.82
C301,CG4,P2,1,81,4,,CG,1,ALDOA,E07,20.64
C301,CG4,P2,1,81,4,,CG,2,ALDOA,E08,20.88
C301,CG4,P2,1,81,4,,CG,3,ALDOA,E09,20.71
C316,CG1,P1,1,84,6,,CG,1,ALDOA,E10,21.33
C316,CG1,P1,1,84,6,,CG,2,ALDOA,E11,21.48
C316,CG1,P1,1,84,6,,CG,3,ALDOA,E12,21.55
C301,CG4,P2,1,86,6,,CG,1,ALDOA,F01,20.97
C301,CG4,P2,1,86,6,,CG,2,ALDOA,F02,20.69
C301,CG4,P2,1,86,6,,CG,3,ALDOA,F03,20.77
C319,MG3,P1,9,4,1,,MG,1,PGK1,A01,23.47
C319,MG3,P1,9,4,1,,MG,2,PGK1,A02,23.28
C319,MG3,P1,9,4,1,,MG,3,PGK1,A03,23.47
C320,CG2,P4,7,11,1,,CG,1,PGK1,A04,20.88
C320,CG2,P4,7,11,1,,CG,2,PGK1,A05,20.86
C320,CG2,P4,7,11,1,,CG,3,PGK1,A06,20.73
C313,MG6,P1,7,21,1,good size,MG,1,PGK1,A07,21.37
C313,MG6,P1,7,21,1,good size,MG,2,PGK1,A08,21.3
C313,MG6,P1,7,21,1,good size,MG,3,PGK1,A09,21.38
C308,MG1,P2,7,26,4,,MG,1,PGK1,A10,22.82
C308,MG1,P2,7,26,4,,MG,2,PGK1,A11,22.74
C308,MG1,P2,7,26,4,,MG,3,PGK1,A12,22.82
C311,MG2,P1,1,27,4,large biopsy,MG,1,PGK1,B01,20.88
C311,MG2,P1,1,27,4,large biopsy,MG,2,PGK1,B02,20.95
C311,MG2,P1,1,27,4,large biopsy,MG,3,PGK1,B03,20.93
C319,MG3,P1,9,28,4,,MG,1,PGK1,B04,21.16
C319,MG3,P1,9,28,4,,MG,2,PGK1,B05,21.04
C319,MG3,P1,9,28,4,,MG,3,PGK1,B06,21.15
C306,MG4,P1,11,30,4,large biopsy,MG,1,PGK1,B07,20.85
C306,MG4,P1,11,30,4,large biopsy,MG,2,PGK1,B08,20.79
C306,MG4,P1,11,30,4,large biopsy,MG,3,PGK1,B09,20.8
C317,CG2,P1,11,45,4,,CG,1,PGK1,B10,20.92
C317,CG2,P1,11,45,4,,CG,2,PGK1,B11,20.97
C317,CG2,P1,11,45,4,,CG,3,PGK1,B12,21.1
C320,CG2,P4,7,47,4,,CG,1,PGK1,C01,20.48
C320,CG2,P4,7,47,4,,CG,2,PGK1,C02,20.4
C320,CG2,P4,7,47,4,,CG,3,PGK1,C03,20.45
C308,MG1,P2,7,51,6,,MG,1,PGK1,C04,21.19
C308,MG1,P2,7,51,6,,MG,2,PGK1,C05,21.19
C308,MG1,P2,7,51,6,,MG,3,PGK1,C06,21.26
C311,MG2,P1,1,53,6,,MG,1,PGK1,C07,21.46
C311,MG2,P1,1,53,6,,MG,2,PGK1,C08,21.42
C311,MG2,P1,1,53,6,,MG,3,PGK1,C09,21.51
C319,MG3,P1,9,54,6,,MG,1,PGK1,C10,21.42
C319,MG3,P1,9,54,6,,MG,2,PGK1,C11,21.38
C319,MG3,P1,9,54,6,,MG,3,PGK1,C12,21.5
C306,MG4,P1,11,57,6,,MG,1,PGK1,D01,21.48
C306,MG4,P1,11,57,6,,MG,2,PGK1,D02,21.61
C306,MG4,P1,11,57,6,,MG,3,PGK1,D03,21.35
C314,MG6,P1,3,60,4,,MG,1,PGK1,D04,22.19
C314,MG6,P1,3,60,4,,MG,2,PGK1,D05,22.25
C314,MG6,P1,3,60,4,,MG,3,PGK1,D06,22.29
C316,CG1,P1,1,61,1,,CG,1,PGK1,D07,21.1
C316,CG1,P1,1,61,1,,CG,2,PGK1,D08,21.28
C316,CG1,P1,1,61,1,,CG,3,PGK1,D09,21.35
C317,CG2,P1,11,72,6,,CG,1,PGK1,D10,21.33
C317,CG2,P1,11,72,6,,CG,2,PGK1,D11,21.29
C317,CG2,P1,11,72,6,,CG,3,PGK1,D12,21.26
C314,MG6,P1,3,77,6,bigger sample,MG,1,PGK1,E01,20.68
C314,MG6,P1,3,77,6,bigger sample,MG,2,PGK1,E02,20.83
C314,MG6,P1,3,77,6,bigger sample,MG,3,PGK1,E03,20.77
C316,CG1,P1,1,80,4,,CG,1,PGK1,E04,21.32
C316,CG1,P1,1,80,4,,CG,2,PGK1,E05,21.41
C316,CG1,P1,1,80,4,,CG,3,PGK1,E06,21.33
C301,CG4,P2,1,81,4,,CG,1,PGK1,E07,20.61
C301,CG4,P2,1,81,4,,CG,2,PGK1,E08,20.45
C301,CG4,P2,1,81,4,,CG,3,PGK1,E09,20.5
C316,CG1,P1,1,84,6,,CG,1,PGK1,E10,21.75
C316,CG1,P1,1,84,6,,CG,2,PGK1,E11,21.82
C316,CG1,P1,1,84,6,,CG,3,PGK1,E12,21.84
C301,CG4,P2,1,86,6,,CG,1,PGK1,F01,20.89
C301,CG4,P2,1,86,6,,CG,2,PGK1,F02,20.71
C301,CG4,P2,1,86,6,,CG,3,PGK1,F03,20.71
